Guid,AccountId,LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,EmailBouncedReason,EmailBouncedDate,Jigsaw,ccrz__CompanyName__c,ccrz__CompanyType__c,ccrz__DataId__c,ccrz__IsPortalUser__c,ccrz__SelfRegistered__c,Product_Areas__c
d3cfe550-9894-4cbf-be01-ff8024d91103,6307d1d2-7bcf-4825-b413-1444ebb3fc85,Abbey,Georgetta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+544@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
82ad33f2-4cb5-4f3f-a7eb-7e3578487dab,fa2a446a-07ac-455d-b27b-3477f07d9466,Zedekiah,Hannis,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(650) 974-1346,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+179@gmail.com,Director,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
b9cdd899-106d-43af-8492-328bd5c10658,1f8bc41c-9534-491a-8cf4-a2e5717317d7,Ryon,Annalee,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 East 161st Street,Bronx,NY,10451,USA,#N/A,#N/A,#N/A,(716) 558-5530,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+86@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Michael L. Tipsord was unanimously elected Chairman of the Board on June 13, 2016. He is also President and CEO. His State Farm career started in 1988. Since then, he has held numerous leadership team positions, always driving State Farm to offer increased value to our customers while growing the business.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
2f34c83d-db68-426e-b882-3533433cc235,418f42ed-1457-49b3-8472-24339142bde0,Franklin,Sheri,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(489) 336-1815,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+461@gmail.com,SVP Internet and Software Services,#N/A,#N/A,#N/A,#N/A,"Eddy oversees Apple’s industry-leading content stores including the iTunes Store and Apple Music, as well as Apple Pay, Maps, Search Ads, Apple’s innovative iCloud services, and Apple’s productivity and creativity apps. Eddy also leads the newly created team responsible for developing all aspects of Apple’s worldwide video programming. Eddy’s team has an excellent track record of building and strengthening online services to meet and exceed the high expectations of Apple’s customers.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
6efce6be-8142-4e78-b1cc-3d40e4e726ac,a029b148-daff-45ad-a414-cd6e0aad5742,Curran,Bridget,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,83 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+116@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
59c972e1-d00e-478b-a9c6-ce3861d35c32,ecc3597b-96e9-43d1-95c1-c0432d4072c5,Verne,Merola,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 Met Life Stadium Drive,East Rutherford,NJ,7073,USA,#N/A,#N/A,#N/A,(886) 503-7974,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+776@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,"Mr. David P. Phillips has been the Chief Financial Officer and Treasurer of Publix Super Markets, Inc. since 1990 and serves as its Executive Vice President and Principal Accounting Officer January 2016.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
1e24ff5b-d568-4e86-ad44-492f41be5066,274850bc-452c-4d42-b16e-c3aea6029a0c,Beau,Glenn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(791) 673-8323,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+286@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,"Gina Mastantuono serves as Chief Financial Officer of Ingram Micro Inc. In this role, she is responsible for the company’s global finance organization, including financial planning and analysis, financial operations, controllership, internal audit, tax, treasury and risk management, investor relations, and global business processes.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
42c846ff-c22b-409b-983a-79faa4a7da65,cfecbe38-6b08-48cd-91ae-1e23dfbeb32b,Ches,Annamarie,#N/A,#N/A,Carson City,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4 Weeping Birch Crossing,#N/A,NV,89714,USA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+603@gmail.com,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
8aad6121-62eb-44fc-b9d0-98ad3fcee267,60fe5611-43d8-4ce3-888a-a15d0572ff8e,Padriac,Juliann,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,New York,NY,#N/A,USA,#N/A,#N/A,#N/A,(930) 686-2865,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+772@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Steve serves on the boards of the Nationwide Children’s Hospital, OhioHealth, American Electric Power, and Catalyst. He also is a member of the Columbus Downtown Development Corporation & Capitol South and the Columbus Partnership, organizations focused on economic development and downtown Columbus revitalization. Steve also previously served as a board member of the National Urban League, the Insurance Information Institute, the Insurance Institute for Highway Safety and the Columbus Metropolitan Library, trustee for Grand View College in Des Moines, Iowa, and as co-chair for the United Way of Central Ohio Alexis de Tocqueville Vingt-Cinq Society campaign. Steve and his wife, Cindy, served as co-chairs of the 2012 United Way of Central Ohio campaign.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
cc5f88cb-1e53-4ad7-8020-afb761e4c530,85bc6e5c-352a-48ff-a84c-0b25ce477585,Rooney,Bride,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(206) 326-6201,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+374@gmail.com,Chief Financial Officer,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
852d8a64-8601-4ec4-931f-8b1247dd4e55,7332dcfe-b9c4-46e3-9b94-8dd16050d09a,Claudell,Marisa,#N/A,356 Ocean View Rd,Ettalong Beach,NSW,2257,Australia,#N/A,#N/A,#N/A,356 Ocean View Rd,Ettalong Beach,NSW,2257,Australia,#N/A,#N/A,#N/A,(02) 8450 7706,(02) 8450 7706,0412 159 411,#N/A,#N/A,(02) 8450 7706,#N/A,jmanningcongagdo+740@gmail.com,"SVP, Marketing Strategy",Marketing,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
5a057426-bd23-4dfa-8d16-fdcf738a5667,6f26e676-f6a0-4c89-a985-59e266e2842a,Stan,Robbie,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,32 Railway Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3959,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+577@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
5f5a8a21-a88a-4d97-9f06-575a8823f421,1a573f48-05a0-44cb-a56b-57ea7656f39c,Whitney,Atlante,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(549) 839-9571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+449@gmail.com,CEO,#N/A,#N/A,#N/A,1975-02-05,Mr. Teague has served as Chief Executive Officer since January 2016 and has been a director of Enterprise GP since November 2010. He also serves as Co-Chairman of the Capital Projects Committee. Mr. Teague previously served as the Chief Operating Officer of Enterprise GP from November 2010 to December 2015 and served as Executive Vice President of Enterprise GP from November 2010 until February 2013.,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
98726bf4-982e-4756-a4c8-7b85383dcf83,fa31c6d5-6778-438a-aa0d-960bed0f18c7,Hirsch,Sybilla,#N/A,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,(03) 8810 8036,(03) 8810 8036,0430 759 149,#N/A,#N/A,(03) 8810 8036,#N/A,jmanningcongagdo+739@gmail.com,"Director, Consulting",Opera,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4d1cd5ce-f118-4134-ab81-a26c88e9e488,418f42ed-1457-49b3-8472-24339142bde0,Bat,Taryn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,123 Main St.,Denver,CO,80204,USA,#N/A,#N/A,#N/A,(471) 227-0158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+222@gmail.com,Vice President Communications,#N/A,#N/A,#N/A,1973-06-15,"Dowling is responsible for Apple’s worldwide media relations and communications strategy, leading the public relations team as well as employee communications and corporate events. He previously led Apple’s corporate public relations team for ten years.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
